"","study_area","subsite","soil_moisture","lat","long","elevation","ecosystem","exstart","year","treatment","plot","spp","woody","functional_group","genus","species","phenophase","DOY","snowfree_date","data_provider","data_provider_email","plot.n","year_type"
"6205","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC21","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6206","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC21","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6207","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC22","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6208","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC22","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6209","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC22","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6210","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC23","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6211","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC23","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6212","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC24","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6213","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"CTL","BDC24","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6214","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE01","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6215","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE01","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6216","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE02","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6217","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE02","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6218","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE03","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6219","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE03","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6220","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE04","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6221","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE04","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6222","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE05","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6223","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE05","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6224","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE06","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6225","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE06","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6226","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE07","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6227","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE07","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6228","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE08","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6229","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE08","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6230","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE09","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6231","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE09","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6232","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE10","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6233","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE10","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6234","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE11","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6235","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE11","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6236","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE12","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6237","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE12","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6238","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE13","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6239","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE13","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6240","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE14","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6241","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE14","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6242","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE15","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6243","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE15","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6244","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE16","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6245","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE16","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6246","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE17","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6247","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE17","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6248","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE18","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6249","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE18","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6250","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE19","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6251","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE19","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6252","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE20","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6253","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE20","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6254","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE21","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6255","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE21","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6256","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE22","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6257","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE22","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6258","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE23","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6259","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE23","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6260","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE24","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6261","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2015,"OTC","BDE24","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,141,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6262","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC01","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",168,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6263","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE02","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",168,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6264","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC07","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6265","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC10","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6266","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC11","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6267","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC12","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6268","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE09","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6269","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE10","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6270","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE14","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6271","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE15","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6272","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE17","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",169,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6273","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC05","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6274","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC06","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6275","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC08","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6276","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"CTL","BWC24","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6277","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE08","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6278","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE11","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6279","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE15","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6280","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE21","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6281","Utqiagvik","Wet Meadow","wet",71.31,-156.59,3,"High arctic",1995,2015,"OTC","BWE22","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",174,163,"Robert Hollister","hollistr[at]gvsu.edu",180,"early"
"6282","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC01","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6283","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC03","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6284","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC03","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6285","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC04","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6286","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC04","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6287","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC05","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6288","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC06","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6289","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC07","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6290","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC08","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6291","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC09","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6292","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC09","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6293","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC10","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6294","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC10","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6295","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC11","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6296","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC11","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6297","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC12","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6298","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC14","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6299","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC14","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6300","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC15","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6301","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC16","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6302","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC16","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6303","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC17","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6304","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC18","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6305","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC18","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6306","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC19","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6307","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC19","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6308","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC20","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6309","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC20","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6310","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC20","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6311","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC21","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6312","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC22","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6313","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC22","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6314","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC23","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6315","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"CTL","BDC24","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6316","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE01","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6317","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE01","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6318","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE02","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6319","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE02","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6320","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE03","SALROT","woody","deciduous shrub","Salix","rotundifolia","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
"6321","Utqiagvik","Dry Heath","dry",71.31,-156.59,5,"High arctic",1994,2016,"OTC","BDE03","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",162,134,"Robert Hollister","hollistr[at]gvsu.edu",179,"early"
